Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Year_norm
Other,Other,2014.0,Sedan,30000.0,2400.0,Petrol,1,7600.0,0.8292682926829268
BMW,5 Series,2001.0,Sedan,1.0,3000.0,Petrol,1,4500.0,0.5121951219512195
BMW,7 Series,2005.0,Sedan,250000.0,4000.0,Metan/Propan,1,10000.0,0.6097560975609756
BMW,X5,2010.0,SUV,121000.0,3000.0,Diesel,1,31000.0,0.7317073170731707
Renault,Megane,2012.0,Universal,172000.0,1500.0,Diesel,0,6350.0,0.7804878048780488
Mercedes,E Class,2017.0,Sedan,109000.0,1991.0,Plug-in Hybrid,1,32900.0,0.9024390243902439
Volkswagen,Other,2003.0,SUV,300000.0,2500.0,Diesel,0,6000.0,0.5609756097560976
Renault,Megane,2005.0,Hatchback,350000.0,1500.0,Diesel,0,1950.0,0.6097560975609756
Toyota,Other,2008.0,Sedan,144000.0,1298.0,Petrol,1,5000.0,0.6829268292682927
BMW,3 Series,1997.0,Sedan,347000.0,1600.0,Petrol,0,2400.0,0.4146341463414634
Ford,Focus,2010.0,Hatchback,186000.0,1560.0,Diesel,0,3100.0,0.7317073170731707
Opel,Other,2006.0,Microvan,278000.0,1248.0,Diesel,0,3300.0,0.6341463414634146
Renault,Kadjar,2016.0,Crossover,140000.0,1500.0,Diesel,1,12000.0,0.8780487804878049
Renault,Kangoo,2014.0,Minivan,215000.0,1500.0,Diesel,0,6000.0,0.8292682926829268
Volkswagen,Touran,2006.0,Minivan,284000.0,2000.0,Diesel,1,6300.0,0.6341463414634146
Dacia,Other,2017.0,Sedan,36000.0,900.0,Petrol,0,7300.0,0.9024390243902439
BMW,X5,2008.0,SUV,272000.0,3000.0,Diesel,1,18999.0,0.6829268292682927
Mercedes,Series (W124),1995.0,Sedan,430000.0,2000.0,Metan/Propan,1,3200.0,0.36585365853658536
Ford,Other,2004.0,Hatchback,168.0,1249.0,Petrol,0,3000.0,0.5853658536585366
Toyota,Other,2009.0,Minivan,138500.0,1794.0,Petrol,0,7500.0,0.7073170731707317
Ford,Other,2003.0,Hatchback,267000.0,1399.0,Diesel,0,2100.0,0.5609756097560976
Skoda,Octavia,2011.0,Universal,167000.0,1800.0,Petrol,1,7600.0,0.7560975609756098
Renault,Other,2011.0,Universal,132000.0,1200.0,Petrol,0,4400.0,0.7560975609756098
BMW,5 Series,2004.0,Sedan,296000.0,2500.0,Diesel,0,8900.0,0.5853658536585366
BMW,5 Series,1997.0,Sedan,486000.0,2500.0,Diesel,0,3000.0,0.4146341463414634
Opel,Corsa,2010.0,Coupe,220000.0,1300.0,Diesel,0,4100.0,0.7317073170731707
Subaru,Other,2000.0,Universal,320000.0,2000.0,Metan/Propan,1,2000.0,0.4878048780487805
Mercedes,C Class,2013.0,Sedan,124300.0,1800.0,Petrol,1,9250.0,0.8048780487804879
Opel,Astra,2008.0,Universal,178000.0,1300.0,Diesel,0,4800.0,0.6829268292682927
Skoda,Other,2016.0,Hatchback,83000.0,1461.0,Diesel,1,7999.0,0.8780487804878049
Toyota,Other,1995.0,Coupe,1.0,1800.0,Petrol,0,3500.0,0.36585365853658536
Volkswagen,Golf,2009.0,Hatchback,181200.0,1390.0,Petrol,0,7900.0,0.7073170731707317
Mercedes,Other,2006.0,Cabriolet,111546.0,3500.0,Petrol,1,7400.0,0.6341463414634146
Nissan,Qashqai,2011.0,Crossover,200000.0,1500.0,Diesel,0,7900.0,0.7560975609756098
Other,Other,2013.0,Sedan,188321.0,2000.0,Hybrid,1,9600.0,0.8048780487804879
Honda,Accord,2014.0,Sedan,195564.0,2000.0,Plug-in Hybrid,1,10890.0,0.8292682926829268
Toyota,Other,2017.0,Crossover,114300.0,3500.0,Hybrid,1,32400.0,0.9024390243902439
Honda,Civic,2021.0,Sedan,336.0,2000.0,Petrol,1,11600.0,1.0
Skoda,Fabia,2011.0,Universal,155000.0,1200.0,Diesel,0,4800.0,0.7560975609756098
Suzuki,Other,2007.0,Cabriolet,140000.0,1340.0,Petrol,0,3950.0,0.6585365853658537
BMW,7 Series,1997.0,Sedan,1.0,2800.0,Petrol,0,4999.0,0.4146341463414634
Opel,Vectra,1995.0,Sedan,111111.0,2000.0,Petrol,0,1050.0,0.36585365853658536
Toyota,Other,2013.0,Hatchback,104109.0,1300.0,Petrol,1,7450.0,0.8048780487804879
Seat,Other,2001.0,Minivan,211000.0,2000.0,Metan/Propan,0,4200.0,0.5121951219512195
Honda,CR-V,2007.0,SUV,164000.0,2396.0,Metan/Propan,1,9300.0,0.6585365853658537
Honda,Accord,2006.0,Sedan,232000.0,2000.0,Petrol,1,7000.0,0.6341463414634146
Subaru,Other,1993.0,Universal,171000.0,1994.0,Petrol,0,3500.0,0.3170731707317073
Volkswagen,Polo,2007.0,Sedan,220000.0,1200.0,Metan/Propan,0,3200.0,0.6585365853658537
Mazda,Other,2004.0,Sedan,114000.0,2300.0,Metan/Propan,1,4000.0,0.5853658536585366
Lexus,Other,2013.0,Sedan,150.0,2500.0,Hybrid,1,14800.0,0.8048780487804879
Vaz,Other,1982.0,Sedan,1.0,1300.0,Petrol,0,10000.0,0.04878048780487805
Citroen,Other,2011.0,Sedan,186000.0,1600.0,Diesel,0,7200.0,0.7560975609756098
Lexus,Other,1995.0,Sedan,400000.0,3000.0,Metan/Propan,1,3300.0,0.36585365853658536
Lexus,Other,2013.0,Sedan,167000.0,2500.0,Hybrid,1,16500.0,0.8048780487804879
Toyota,Avensis,2005.0,Universal,200183.0,2000.0,Diesel,0,5000.0,0.6097560975609756
Volkswagen,Jetta,2015.0,Sedan,95000.0,2000.0,Diesel,0,8650.0,0.8536585365853658
Mercedes,E Class,1994.0,Sedan,265000.0,2500.0,Diesel,0,4999.0,0.34146341463414637
Lexus,Other,2016.0,SUV,90100.0,2494.0,Hybrid,1,27500.0,0.8780487804878049
Mercedes,M Class,2002.0,SUV,270.0,2700.0,Diesel,1,4200.0,0.5365853658536586
Mercedes,C Class,2012.0,Sedan,116000.0,1800.0,Petrol,1,12700.0,0.7804878048780488
Volkswagen,Golf,2010.0,Hatchback,156000.0,1400.0,Petrol,0,8999.0,0.7317073170731707
Dacia,Logan,2010.0,Universal,172000.0,1398.0,Petrol,0,4199.0,0.7317073170731707
Toyota,Other,2010.0,Combi,139046.0,1400.0,Diesel,0,7990.0,0.7317073170731707
Toyota,Avensis,2012.0,Sedan,130000.0,1798.0,Petrol,0,10200.0,0.7804878048780488
Dacia,Logan,2008.0,Minivan,1234.0,1600.0,Metan/Propan,0,3500.0,0.6829268292682927
Vaz,Other,2004.0,Hatchback,111222.0,1500.0,Metan/Propan,0,2800.0,0.5853658536585366
Opel,Corsa,2005.0,Hatchback,187000.0,1300.0,Diesel,0,3050.0,0.6097560975609756
Mitsubishi,Outlander,2015.0,SUV,169000.0,2000.0,Plug-in Hybrid,1,15500.0,0.8536585365853658
Volkswagen,Golf,1999.0,Sedan,38.0,1800.0,Metan/Propan,0,2500.0,0.4634146341463415
Opel,Other,2005.0,Hatchback,98000.0,1000.0,Petrol,0,1200.0,0.6097560975609756
Citroen,Other,2013.0,Hatchback,35000.0,1000.0,Petrol,1,2800.0,0.8048780487804879
Subaru,Other,2006.0,SUV,180000.0,2000.0,Petrol,1,2500.0,0.6341463414634146
Volkswagen,Touran,2012.0,Minivan,132000.0,1400.0,Metan/Propan,1,4300.0,0.7804878048780488
Toyota,Other,2009.0,Crossover,120000.0,2400.0,Petrol,1,8700.0,0.7073170731707317
Peugeot,Other,2006.0,Hatchback,189000.0,1400.0,Petrol,0,2200.0,0.6341463414634146
Hyundai,Other,2008.0,Sedan,500000.0,2200.0,Diesel,1,3200.0,0.6829268292682927
Mercedes,Series (W124),1995.0,Sedan,481000.0,2200.0,Metan/Propan,1,4000.0,0.36585365853658536
Opel,Vectra,1994.0,Sedan,200000.0,2000.0,Petrol,1,1500.0,0.34146341463414637
Toyota,Other,2010.0,Hatchback,80000.0,1800.0,Petrol,1,7500.0,0.7317073170731707
Mercedes,M Class,2013.0,SUV,215000.0,2500.0,Diesel,1,23300.0,0.8048780487804879
Toyota,Auris,2015.0,Universal,177000.0,1800.0,Hybrid,1,11700.0,0.8536585365853658
Nissan,Other,2018.0,SUV,64000.0,1995.0,Diesel,1,23600.0,0.926829268292683
Toyota,Corolla,2006.0,Hatchback,240000.0,1400.0,Diesel,0,6300.0,0.6341463414634146
Audi,A6,2019.0,Sedan,0.0,2000.0,Petrol,1,24500.0,0.9512195121951219
Ford,Mondeo,2001.0,Hatchback,300000.0,1800.0,Metan/Propan,0,2350.0,0.5121951219512195
Volvo,XC90,2007.0,SUV,290.0,2400.0,Diesel,0,9800.0,0.6585365853658537
Mitsubishi,Outlander,2005.0,Crossover,150000.0,2000.0,Petrol,0,4000.0,0.6097560975609756
Dacia,Other,2012.0,Microvan,174500.0,1500.0,Diesel,0,6300.0,0.7804878048780488
Ford,Mondeo,2008.0,Universal,180000.0,2000.0,Diesel,0,4200.0,0.6829268292682927
Mercedes,S Class,2008.0,Sedan,180000.0,3000.0,Diesel,1,11000.0,0.6829268292682927
BMW,5 Series,2013.0,Sedan,170000.0,3000.0,Hybrid,1,11000.0,0.8048780487804879
KIA,Other,2004.0,SUV,300000.0,2500.0,Diesel,1,5800.0,0.5853658536585366
KIA,Other,2003.0,Hatchback,185000.0,1300.0,Petrol,0,1600.0,0.5609756097560976
Opel,Other,2014.0,Universal,69143.0,1500.0,Diesel,0,5800.0,0.8292682926829268
Volkswagen,Golf,2007.0,Hatchback,91000.0,1600.0,Metan/Propan,0,3800.0,0.6585365853658537
Toyota,Other,2005.0,Hatchback,119119.0,1400.0,Diesel,1,2350.0,0.6097560975609756
Volkswagen,Tiguan,2008.0,Crossover,178000.0,1986.0,Diesel,0,6450.0,0.6829268292682927
Mercedes,Other,2012.0,Crossover,188000.0,2200.0,Diesel,1,18350.0,0.7804878048780488
BMW,X5,2005.0,SUV,191240.0,3000.0,Diesel,1,6666.0,0.6097560975609756
Ford,Fusion,2017.0,Sedan,91000.0,2000.0,Hybrid,1,13700.0,0.9024390243902439
Opel,Vectra,1996.0,Sedan,435000.0,1700.0,Diesel,0,1600.0,0.3902439024390244
Nissan,Other,2014.0,Crossover,59658.0,1600.0,Petrol,1,12999.0,0.8292682926829268
Volkswagen,Transporter,2001.0,Minivan,247000.0,2461.0,Diesel,0,5450.0,0.5121951219512195
Peugeot,Other,2005.0,Sedan,209271.0,1124.0,Petrol,0,2300.0,0.6097560975609756
Toyota,Avensis,2009.0,Sedan,188651.0,1795.0,Petrol,1,7800.0,0.7073170731707317
Mercedes,Vito,2007.0,Minivan,2222.0,2200.0,Diesel,0,7700.0,0.6585365853658537
Mercedes,C Class,2003.0,Sedan,214000.0,1800.0,Metan/Propan,0,4800.0,0.5609756097560976
Nissan,Qashqai,2010.0,Crossover,200000.0,1499.0,Diesel,0,7500.0,0.7317073170731707
Skoda,Fabia,2008.0,Combi,328000.0,1198.0,Petrol,0,3550.0,0.6829268292682927
Mercedes,C Class,2012.0,Universal,218000.0,2200.0,Diesel,1,13300.0,0.7804878048780488
Mitsubishi,Outlander,2004.0,SUV,223352.0,2000.0,Petrol,0,4600.0,0.5853658536585366
Renault,Scenic,2011.0,Minivan,300.0,1500.0,Diesel,0,6100.0,0.7560975609756098
Toyota,Auris,2011.0,Hatchback,213000.0,1400.0,Diesel,0,7490.0,0.7560975609756098
Volkswagen,Polo,2011.0,Hatchback,192000.0,1200.0,Diesel,0,4950.0,0.7560975609756098
BMW,5 Series,1998.0,Sedan,111111.0,2500.0,Diesel,1,2300.0,0.43902439024390244
Volvo,XC90,2018.0,SUV,52000.0,2000.0,Diesel,1,24000.0,0.926829268292683
Volkswagen,Other,2003.0,Minivan,280000.0,2498.0,Diesel,0,7900.0,0.5609756097560976
Audi,A6,2002.0,Universal,330000.0,2500.0,Diesel,1,4500.0,0.5365853658536586
Mercedes,S Class,2009.0,Sedan,220000.0,3500.0,Petrol,1,12990.0,0.7073170731707317
Other,Other,2010.0,Hatchback,91000.0,1600.0,Metan/Propan,0,1000.0,0.7317073170731707
Opel,Other,2011.0,Microvan,210000.0,1300.0,Diesel,0,5000.0,0.7560975609756098
Renault,Megane,2006.0,Universal,270000.0,1500.0,Diesel,0,3800.0,0.6341463414634146
Volkswagen,Golf,2005.0,Hatchback,280000.0,1400.0,Metan/Propan,0,3300.0,0.6097560975609756
Audi,A6,2005.0,Universal,270000.0,2998.0,Diesel,1,6999.0,0.6097560975609756
BMW,3 Series,2020.0,Sedan,70000.0,2000.0,Diesel,1,34500.0,0.975609756097561
Renault,Other,2008.0,Sedan,182000.0,1400.0,Petrol,0,3000.0,0.6829268292682927
Audi,A6,2001.0,Sedan,1.0,2400.0,Metan/Propan,0,2800.0,0.5121951219512195
Mercedes,E Class,2007.0,Sedan,260000.0,2200.0,Diesel,1,9700.0,0.6585365853658537
Skoda,Octavia,2009.0,Universal,165000.0,1798.0,Petrol,0,7990.0,0.7073170731707317
Opel,Astra,2005.0,Hatchback,210000.0,1400.0,Petrol,1,3400.0,0.6097560975609756
BMW,5 Series,2004.0,Universal,249000.0,2993.0,Diesel,1,9600.0,0.5853658536585366
Volkswagen,Golf,2008.0,Combi,234549.0,1400.0,Petrol,0,5300.0,0.6829268292682927
Volkswagen,Golf,2002.0,Universal,315000.0,1900.0,Diesel,0,4400.0,0.5365853658536586
Mitsubishi,Other,2003.0,SUV,270000.0,3000.0,Metan/Propan,1,7499.0,0.5609756097560976
Volvo,Other,2005.0,Universal,0.0,2000.0,Diesel,0,4000.0,0.6097560975609756
Toyota,Prius,2015.0,Hatchback,98000.0,1800.0,Hybrid,1,9999.0,0.8536585365853658
Mazda,Other,2008.0,Crossover,180000.0,2300.0,Petrol,1,5000.0,0.6829268292682927
Lexus,Other,2009.0,Sedan,150000.0,3000.0,Metan/Propan,1,6700.0,0.7073170731707317
Volkswagen,Other,2012.0,Sedan,180000.0,2000.0,Diesel,0,7500.0,0.7804878048780488
Skoda,Octavia,2006.0,Universal,248330.0,1600.0,Petrol,1,4800.0,0.6341463414634146
Audi,Q5,2012.0,Crossover,185000.0,1998.0,Hybrid,1,16990.0,0.7804878048780488
Mercedes,Other,2006.0,Sedan,218.0,3000.0,Diesel,1,3000.0,0.6341463414634146
Audi,A4,1997.0,Universal,136581.0,1800.0,Metan/Propan,0,1700.0,0.4146341463414634
Mercedes,E Class,2005.0,Sedan,400.0,2200.0,Diesel,1,7800.0,0.6097560975609756
BMW,3 Series,2009.0,Sedan,185000.0,2000.0,Diesel,0,7500.0,0.7073170731707317
Volkswagen,Golf,2002.0,Minivan,270000.0,1900.0,Diesel,0,1850.0,0.5365853658536586
Hyundai,Other,2014.0,Sedan,92000.0,1400.0,Petrol,1,7500.0,0.8292682926829268
Chevrolet,Other,2006.0,Sedan,159000.0,2000.0,Petrol,0,4199.0,0.6341463414634146
Opel,Astra,2005.0,Hatchback,1.0,1400.0,Metan/Propan,0,3450.0,0.6097560975609756
Toyota,Other,2005.0,Crossover,250000.0,3300.0,Metan/Propan,1,6500.0,0.6097560975609756
BMW,3 Series,2018.0,Sedan,50000.0,2000.0,Petrol,1,26000.0,0.926829268292683
Volkswagen,Transporter,2001.0,Microvan,413000.0,2500.0,Diesel,0,4500.0,0.5121951219512195
Volkswagen,Passat,1997.0,Sedan,250.0,1600.0,Metan/Propan,1,2100.0,0.4146341463414634
Volkswagen,Touran,2005.0,Universal,123456.0,1900.0,Diesel,0,3000.0,0.6097560975609756
Volkswagen,Golf,2000.0,Hatchback,123456.0,1900.0,Diesel,0,2000.0,0.4878048780487805
BMW,7 Series,1998.0,Sedan,298532.0,2800.0,Metan/Propan,1,5500.0,0.43902439024390244
Ford,Focus,2008.0,Universal,123456.0,1600.0,Diesel,0,2500.0,0.6829268292682927
Nissan,Other,2003.0,Sedan,298000.0,1800.0,Petrol,0,3500.0,0.5609756097560976
Renault,Megane,2011.0,Universal,170000.0,1461.0,Diesel,0,5500.0,0.7560975609756098
Mercedes,E Class,2016.0,Sedan,60000.0,2000.0,Diesel,1,38000.0,0.8780487804878049
Volkswagen,Other,2005.0,SUV,23000.0,2499.0,Diesel,1,8799.0,0.6097560975609756
Mercedes,M Class,2003.0,SUV,284700.0,2700.0,Diesel,1,9000.0,0.5609756097560976
Nissan,Other,2005.0,Universal,250000.0,1800.0,Metan/Propan,0,2400.0,0.6097560975609756
Renault,Megane,2013.0,Universal,198765.0,1500.0,Diesel,0,6999.0,0.8048780487804879
Honda,Other,2007.0,Sedan,385000.0,1400.0,Petrol,0,3800.0,0.6585365853658537
Fiat,Other,2001.0,Universal,250000.0,1228.0,Petrol,0,2600.0,0.5121951219512195
Lexus,Other,2012.0,Hatchback,141000.0,1800.0,Hybrid,1,10300.0,0.7804878048780488
Mercedes,C Class,1995.0,Sedan,200000.0,2000.0,Petrol,1,1800.0,0.36585365853658536
Honda,Other,1999.0,Coupe,145000.0,2200.0,Petrol,0,3999.0,0.4634146341463415
Chevrolet,Other,2005.0,Hatchback,145000.0,1200.0,Petrol,0,2300.0,0.6097560975609756
Mercedes,S Class,2006.0,Sedan,300000.0,3000.0,Diesel,1,16000.0,0.6341463414634146
Dacia,Logan,2008.0,Universal,197000.0,1500.0,Diesel,0,2500.0,0.6829268292682927
Nissan,Other,2006.0,Sedan,198000.0,1500.0,Diesel,0,3000.0,0.6341463414634146
Nissan,Qashqai,2006.0,Crossover,198000.0,1500.0,Diesel,0,4800.0,0.6341463414634146
BMW,5 Series,2000.0,Sedan,249000.0,1984.0,Diesel,0,2000.0,0.4878048780487805
Hyundai,Tucson,2005.0,Crossover,198000.0,1984.0,Diesel,0,4000.0,0.6097560975609756
Skoda,Other,2013.0,Sedan,172000.0,1400.0,Petrol,1,8450.0,0.8048780487804879
Volvo,XC90,2003.0,SUV,181000.0,2900.0,Metan/Propan,1,6200.0,0.5609756097560976
Mercedes,S Class,1996.0,Sedan,2222.0,3200.0,Metan/Propan,1,8000.0,0.3902439024390244
Mazda,Other,2003.0,Sedan,108171.0,3000.0,Metan/Propan,1,4700.0,0.5609756097560976
Renault,Kangoo,2013.0,Combi,156000.0,1500.0,Diesel,0,7200.0,0.8048780487804879
Mercedes,Other,2005.0,Universal,198000.0,1496.0,Petrol,0,5400.0,0.6097560975609756
Renault,Scenic,2006.0,Hatchback,200.0,1500.0,Diesel,0,3500.0,0.6341463414634146
Renault,Grand Scenic,2004.0,Hatchback,111111.0,1600.0,Metan/Propan,0,2700.0,0.5853658536585366
Audi,Other,2010.0,Sedan,117000.0,3000.0,Petrol,1,15900.0,0.7317073170731707
BMW,5 Series,2015.0,Sedan,140000.0,2000.0,Diesel,1,18800.0,0.8536585365853658
Nissan,Other,2001.0,Minivan,22222.0,2000.0,Diesel,0,3000.0,0.5121951219512195
Opel,Zafira,2006.0,Universal,251000.0,1600.0,Metan/Propan,0,4700.0,0.6341463414634146
Audi,A6,2012.0,Sedan,202000.0,2000.0,Diesel,1,17490.0,0.7804878048780488
BMW,X3,2004.0,Crossover,245000.0,2000.0,Diesel,0,8000.0,0.5853658536585366
Vaz,Other,1994.0,Sedan,70000.0,1500.0,Petrol,0,15000.0,0.34146341463414637
Toyota,Other,2009.0,Crossover,178000.0,1329.0,Petrol,0,7100.0,0.7073170731707317
Audi,A4,2005.0,Sedan,300088.0,2000.0,Diesel,0,6150.0,0.6097560975609756
Opel,Vectra,1993.0,Sedan,3000.0,2000.0,Petrol,0,1700.0,0.3170731707317073
Ford,Mondeo,1994.0,Universal,250000.0,1800.0,Diesel,0,1200.0,0.34146341463414637
Skoda,Octavia,2009.0,Universal,234500.0,1400.0,Petrol,0,5600.0,0.7073170731707317
BMW,X3,2008.0,SUV,228000.0,2000.0,Diesel,1,5900.0,0.6829268292682927
Mercedes,E Class,2015.0,Sedan,382000.0,2000.0,Metan/Propan,1,14899.0,0.8536585365853658
Toyota,Auris,2015.0,Universal,167000.0,1800.0,Hybrid,1,11499.0,0.8536585365853658
Renault,Other,2011.0,Universal,196000.0,1461.0,Diesel,0,7500.0,0.7560975609756098
Mercedes,Vito,1998.0,Minivan,122235.0,2000.0,Petrol,0,2700.0,0.43902439024390244
BMW,5 Series,1996.0,Sedan,283000.0,2800.0,Metan/Propan,1,3550.0,0.3902439024390244
Opel,Other,2006.0,Universal,285000.0,1300.0,Diesel,0,3000.0,0.6341463414634146
Nissan,Other,2005.0,Hatchback,197653.0,1600.0,Petrol,0,3000.0,0.6097560975609756
Dacia,Other,2014.0,Universal,68124.0,1200.0,Petrol,0,8750.0,0.8292682926829268
Other,Other,2004.0,Cabriolet,115000.0,2700.0,Metan/Propan,1,2500.0,0.5853658536585366
Peugeot,Other,2008.0,Minivan,153000.0,1900.0,Diesel,0,1250.0,0.6829268292682927
Nissan,Other,2011.0,Crossover,185000.0,1500.0,Diesel,0,7500.0,0.7560975609756098
Mitsubishi,Outlander,2011.0,Crossover,153000.0,2000.0,Metan/Propan,1,7500.0,0.7560975609756098
Skoda,Octavia,2010.0,Sedan,190533.0,1600.0,Petrol,0,5100.0,0.7317073170731707
Renault,Kangoo,2010.0,Universal,91000.0,1500.0,Diesel,0,3500.0,0.7317073170731707
Mercedes,C Class,2011.0,Sedan,196186.0,2200.0,Diesel,0,9000.0,0.7560975609756098
Audi,Other,2006.0,Universal,214567.0,2500.0,Diesel,1,3650.0,0.6341463414634146
Toyota,Other,1997.0,SUV,356888.0,3400.0,Metan/Propan,0,7000.0,0.4146341463414634
Volkswagen,Passat,2008.0,Sedan,260000.0,2000.0,Petrol,0,5200.0,0.6829268292682927
Other,Other,2004.0,SUV,248000.0,2700.0,Diesel,1,8700.0,0.5853658536585366
Volkswagen,Jetta,2013.0,Sedan,160000.0,1400.0,Hybrid,1,9999.0,0.8048780487804879
Toyota,Other,2019.0,Crossover,56000.0,2000.0,Hybrid,1,22500.0,0.9512195121951219
Mercedes,C Class,2004.0,Sedan,236000.0,1800.0,Petrol,1,5990.0,0.5853658536585366
Skoda,Other,1997.0,Sedan,186000.0,1300.0,Petrol,0,1100.0,0.4146341463414634
Other,Other,2009.0,Sedan,121380.0,1498.0,Metan/Propan,0,1100.0,0.7073170731707317
Chevrolet,Other,2008.0,Hatchback,145000.0,1600.0,Metan/Propan,0,2500.0,0.6829268292682927
Renault,Megane,2005.0,Hatchback,300000.0,1500.0,Diesel,0,2900.0,0.6097560975609756
Ford,Focus,2007.0,Universal,350.0,1600.0,Metan/Propan,0,2399.0,0.6585365853658537
Renault,Other,1999.0,Hatchback,200000.0,1900.0,Diesel,0,1000.0,0.4634146341463415
Opel,Zafira,2005.0,Minivan,5000.0,1600.0,Metan/Propan,0,3000.0,0.6097560975609756
KIA,Other,2006.0,Hatchback,200000.0,1100.0,Diesel,0,2000.0,0.6341463414634146
Nissan,Other,1994.0,Sedan,321547.0,1600.0,Petrol,0,1300.0,0.34146341463414637
Nissan,Other,2014.0,SUV,220000.0,1600.0,Diesel,1,15500.0,0.8292682926829268
Renault,Other,2020.0,Hatchback,1012.0,1000.0,Petrol,0,8350.0,0.975609756097561
Volkswagen,Caddy,2008.0,Combi,3.0,1900.0,Diesel,0,5000.0,0.6829268292682927
Seat,Other,2002.0,Hatchback,200000.0,1800.0,Petrol,0,2500.0,0.5365853658536586
BMW,3 Series,1996.0,Sedan,360000.0,1800.0,Petrol,0,1300.0,0.3902439024390244
Volkswagen,Tiguan,2015.0,Crossover,117000.0,1968.0,Diesel,0,17000.0,0.8536585365853658
Ford,Other,2001.0,Minivan,380000.0,2000.0,Metan/Propan,0,3400.0,0.5121951219512195
Mazda,Other,2007.0,Sedan,245000.0,1800.0,Petrol,1,4750.0,0.6585365853658537
Volkswagen,Passat,1998.0,Sedan,25698.0,1800.0,Petrol,0,1600.0,0.43902439024390244
BMW,3 Series,2002.0,Sedan,320000.0,2000.0,Diesel,0,4250.0,0.5365853658536586
Fiat,Other,2005.0,Sedan,178220.0,1242.0,Petrol,0,2850.0,0.6097560975609756
Volkswagen,Other,1993.0,Sedan,123456.0,1800.0,Petrol,0,1000.0,0.3170731707317073
Mercedes,Other,2015.0,Hatchback,90000.0,2000.0,Petrol,1,29999.0,0.8536585365853658
Volkswagen,Touran,2003.0,Minivan,11111.0,2000.0,Diesel,0,5300.0,0.5609756097560976
Mercedes,Other,2015.0,Crossover,325.0,2149.0,Diesel,1,17400.0,0.8536585365853658
Toyota,Corolla,2004.0,Hatchback,175000.0,1400.0,Petrol,0,5200.0,0.5853658536585366
Toyota,Rav 4,2013.0,Crossover,166000.0,2200.0,Diesel,1,16800.0,0.8048780487804879
Mitsubishi,Other,2006.0,Cabriolet,159000.0,1468.0,Petrol,0,3999.0,0.6341463414634146
Audi,Other,2010.0,Universal,127000.0,3000.0,Diesel,1,25500.0,0.7317073170731707
BMW,5 Series,2006.0,Sedan,295000.0,2500.0,Diesel,1,9950.0,0.6341463414634146
Audi,Other,2010.0,Minivan,127000.0,3000.0,Diesel,1,25500.0,0.7317073170731707
Audi,Other,2010.0,Crossover,127000.0,3000.0,Diesel,1,25500.0,0.7317073170731707
KIA,Other,2002.0,Minivan,187000.0,1800.0,Metan/Propan,0,3200.0,0.5365853658536586
Toyota,Other,2011.0,Hatchback,186000.0,1400.0,Diesel,0,6500.0,0.7560975609756098
KIA,Sportage,2014.0,Crossover,146000.0,1600.0,Petrol,0,11500.0,0.8292682926829268
Renault,Megane,2001.0,Sedan,1111.0,1600.0,Petrol,1,2300.0,0.5121951219512195
Renault,Megane,2001.0,Universal,1111.0,1600.0,Petrol,1,2300.0,0.5121951219512195
Dacia,Logan Mcv,2007.0,Universal,246000.0,1461.0,Diesel,0,3500.0,0.6585365853658537
Mitsubishi,Other,2002.0,Minivan,285.0,1900.0,Diesel,0,3199.0,0.5365853658536586
Renault,Megane,2010.0,Universal,131000.0,1500.0,Diesel,0,5200.0,0.7317073170731707
Volkswagen,Caddy,2006.0,Universal,210000.0,1400.0,Petrol,0,4199.0,0.6341463414634146
Volkswagen,Transporter,2003.0,Minivan,91000.0,2500.0,Diesel,0,4200.0,0.5609756097560976
Honda,CR-V,2004.0,Crossover,190533.0,2000.0,Metan/Propan,0,3500.0,0.5853658536585366
Volvo,XC90,2007.0,Crossover,153000.0,2400.0,Diesel,1,6000.0,0.6585365853658537
Toyota,Corolla,2006.0,Hatchback,197000.0,1400.0,Diesel,0,4000.0,0.6341463414634146
Renault,Megane,2006.0,Universal,197000.0,1500.0,Diesel,0,2000.0,0.6341463414634146
Renault,Grand Scenic,2006.0,Universal,197000.0,1500.0,Diesel,0,2000.0,0.6341463414634146
Ford,Fusion,2006.0,Hatchback,197000.0,1400.0,Diesel,0,2950.0,0.6341463414634146
Opel,Astra,2006.0,Universal,197000.0,1300.0,Diesel,0,3000.0,0.6341463414634146
Vaz,Other,2004.0,Sedan,220000.0,1600.0,Petrol,0,1200.0,0.5853658536585366
Dacia,Logan,2007.0,Sedan,240000.0,1400.0,Metan/Propan,0,1490.0,0.6585365853658537
Other,Other,1999.0,Universal,240000.0,2900.0,Diesel,0,2700.0,0.4634146341463415
Seat,Other,2008.0,Sedan,178000.0,1600.0,Diesel,0,3700.0,0.6829268292682927
Skoda,Fabia,2004.0,Universal,1.0,1400.0,Diesel,0,3500.0,0.5853658536585366
Other,Other,2002.0,SUV,278400.0,2700.0,Diesel,1,4200.0,0.5365853658536586
Mercedes,Other,2018.0,Coupe,35000.0,1998.0,Petrol,1,33000.0,0.926829268292683
Mazda,Other,2017.0,Crossover,47000.0,2000.0,Petrol,1,17000.0,0.9024390243902439
Vaz,Other,2005.0,Universal,90324.0,1550.0,Petrol,0,1900.0,0.6097560975609756
Other,Other,1997.0,Sedan,40000.0,2400.0,Petrol,0,1000.0,0.4146341463414634
